lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
sk,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
sk,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
sk,kept,Usage of Active Voice,Active / Passive,direct,direct,,
sk,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
sk,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
sk,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
sk,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
sk,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
sk,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
sk,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
sk,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
sk,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
sk,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
sk,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
sk,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
sk,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
sk,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
sk,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
sk,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
sk,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
sk,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
sk,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
sk,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
sk,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
sk,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
sk,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
sk,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
sk,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
sk,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
sk,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
sk,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
sk,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
sk,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
sk,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
sl,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
sl,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
sl,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
sl,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
sl,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
sl,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
sl,kept,Usage of Active Voice,Active / Passive,direct,direct,,
sl,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
sl,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
sl,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
sl,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
sl,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
sl,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
sl,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
sl,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
sl,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
sl,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
sl,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
sl,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
sl,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
sl,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
sl,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
sl,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
sl,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
sl,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
sl,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
sl,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
sl,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
sl,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
sl,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
sl,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
sl,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
sl,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
sl,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
sl,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
sl,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
sl,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
sl,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
so,dropped_quality,Usage of Polite Tone,Polite / Impolite,direct,direct,,
so,dropped_quality,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
so,dropped_quality,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
so,dropped_quality,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
so,dropped_quality,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
so,dropped_quality,Positive Sentiment Expression,Positive / Negative,direct,direct,,
so,dropped_quality,Usage of Active Voice,Active / Passive,direct,direct,,
so,dropped_quality,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
so,dropped_quality,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
so,dropped_quality,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
so,dropped_quality,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
so,dropped_quality,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
so,dropped_quality,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
so,dropped_quality,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
so,dropped_quality,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
so,dropped_quality,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
so,dropped_quality,Usage of Articles,With articles / Less frequent articles,direct,direct,,
so,dropped_quality,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
so,dropped_quality,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
so,dropped_quality,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
so,dropped_quality,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
so,dropped_quality,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
so,dropped_quality,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
so,dropped_quality,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
so,dropped_quality,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
so,dropped_quality,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
so,dropped_quality,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
so,dropped_quality,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
so,dropped_quality,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
so,dropped_quality,Usage of Formal Tone,Formal / Informal,direct,direct,,
so,dropped_quality,Complex Sentence Structure,Complex / Simple,direct,direct,,
so,dropped_quality,Usage of Contractions,With contractions / Without contractions,direct,direct,,
so,dropped_quality,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
so,dropped_quality,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
so,dropped_quality,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
so,dropped_quality,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
so,dropped_quality,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
so,dropped_quality,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
sq,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
sq,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
sq,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
sq,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
sq,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
sq,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
sq,kept,Usage of Active Voice,Active / Passive,direct,direct,,
sq,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
sq,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
sq,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
sq,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
sq,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
sq,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
sq,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
sq,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
sq,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
sq,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
sq,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
sq,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
sq,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
sq,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
sq,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
sq,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
sq,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
sq,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
sq,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
sq,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
sq,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
sq,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
sq,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
sq,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
sq,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
sq,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
sq,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
sq,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
sq,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
sq,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
sq,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
sv,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
sv,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
sv,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
sv,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
sv,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
sv,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
sv,kept,Usage of Active Voice,Active / Passive,direct,direct,,
sv,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
sv,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
sv,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
sv,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
sv,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
sv,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
sv,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
sv,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
sv,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
sv,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
sv,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
sv,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
sv,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
sv,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
sv,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
sv,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
sv,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
sv,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
sv,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
sv,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
sv,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
sv,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
sv,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
sv,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
sv,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
sv,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
sv,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
sv,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
sv,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
sv,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
sv,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
sw,dropped_quality,Usage of Polite Tone,Polite / Impolite,direct,direct,,
sw,dropped_quality,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
sw,dropped_quality,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
sw,dropped_quality,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
sw,dropped_quality,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
sw,dropped_quality,Positive Sentiment Expression,Positive / Negative,direct,direct,,
sw,dropped_quality,Usage of Active Voice,Active / Passive,direct,direct,,
sw,dropped_quality,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
sw,dropped_quality,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
sw,dropped_quality,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
sw,dropped_quality,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
sw,dropped_quality,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
sw,dropped_quality,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
sw,dropped_quality,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
sw,dropped_quality,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
sw,dropped_quality,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
sw,dropped_quality,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
sw,dropped_quality,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
sw,dropped_quality,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
sw,dropped_quality,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
sw,dropped_quality,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
sw,dropped_quality,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
sw,dropped_quality,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
sw,dropped_quality,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
sw,dropped_quality,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
sw,dropped_quality,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
sw,dropped_quality,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
sw,dropped_quality,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
sw,dropped_quality,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
sw,dropped_quality,Usage of Formal Tone,Formal / Informal,direct,direct,,
sw,dropped_quality,Complex Sentence Structure,Complex / Simple,direct,direct,,
sw,dropped_quality,Usage of Contractions,With contractions / Without contractions,direct,direct,,
sw,dropped_quality,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
sw,dropped_quality,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
sw,dropped_quality,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
sw,dropped_quality,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
sw,dropped_quality,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
sw,dropped_quality,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
ta,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
ta,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
ta,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
ta,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
ta,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
ta,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
ta,kept,Usage of Active Voice,Active / Passive,direct,direct,,
ta,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
ta,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
ta,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
ta,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
ta,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
ta,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
ta,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
ta,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
ta,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
ta,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
ta,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
ta,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
ta,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
ta,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
ta,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
ta,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
ta,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
ta,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
ta,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
ta,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
ta,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ta,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
ta,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
ta,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
ta,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
ta,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
ta,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ta,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
ta,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
ta,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
ta,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
te,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
te,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
te,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
te,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
te,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
te,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
te,kept,Usage of Active Voice,Active / Passive,direct,direct,,
te,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
te,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
te,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
te,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
te,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
te,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
te,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
te,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
te,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
te,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
te,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
te,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
te,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
te,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
te,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
te,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
te,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
te,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
te,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
te,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
te,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
te,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
te,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
te,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
te,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
te,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,drop,drop,NUMSUB_DROP,Drop numerical substitution because a robust local digit-substitution convention was not assumed for this pass.
te,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
te,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
te,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
te,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
te,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
th,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
th,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
th,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
th,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
th,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
th,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
th,kept,Usage of Active Voice,Active / Passive,direct,direct,,
th,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
